age,income,years_experience,target
35,33188,27,1
53,121205,13,0
52,131249,26,1
26,127349,17,0
55,36765,5,1
47,81626,32,1
51,118707,36,0
49,40807,24,0
20,40204,12,1
20,122602,22,1
45,87944,35,0
32,72120,32,1
58,132903,20,0
40,52658,33,0
57,67081,35,1
28,64986,16,0
49,109322,9,1
53,124819,22,0
50,80304,1,0
41,95592,34,0
56,88548,13,0
51,140837,1,0
45,128447,18,0
54,69986,15,0
24,104095,24,0
21,121594,0,0
54,118281,1,0
18,96151,26,0
18,103598,1,0
37,58214,29,1
36,139824,9,1
46,68745,18,0
27,139723,15,0
35,72548,12,1
45,40681,7,0
52,36984,30,0
48,57579,24,0
44,120810,38,1
28,133275,20,0
55,84933,37,1
22,57399,28,1
25,61481,5,0
51,30944,17,1
29,123993,34,1
55,39114,26,1
18,69846,4,0
48,113666,6,0
21,107848,9,1
22,62596,9,0
47,134087,27,1
41,105287,35,0
20,36907,9,0
28,58114,34,1
21,55009,34,0
43,114846,36,1
44,80241,19,0
44,65725,12,1
59,48996,10,0
23,36047,18,1
32,134553,27,0
47,58767,37,0
59,46347,3,1
54,132063,36,0
54,54102,18,1
59,34263,36,0
54,138585,13,1
52,97438,30,1
40,126359,27,1
23,60540,35,1
21,130871,37,1
35,105726,18,1
26,93769,0,1
46,70843,22,1
30,57690,27,0
34,32994,3,0
49,133533,17,0
39,97546,38,0
21,37377,24,1
22,108572,17,1
54,56467,5,0
58,145518,18,0
30,30048,11,1
51,66978,24,0
39,145866,34,1
40,77606,0,0
20,111574,4,1
59,128112,0,1
51,103414,7,0
49,123145,38,0
38,79222,17,1
38,78115,8,0
28,119606,4,0
56,70647,3,1
21,84607,28,0
18,87410,0,0
45,51996,29,1
41,84921,0,1
52,113697,2,1
30,76022,21,0
51,70148,7,1
28,97764,17,0
53,121901,24,0
34,120724,19,0
52,138118,30,0
35,38888,29,1
57,118666,15,0
39,69159,1,0
41,72197,16,0
36,114326,9,1
54,120360,6,1
56,128941,8,1
38,54474,16,0
25,47333,8,0
45,138400,8,1
22,66355,36,1
34,129415,23,0
54,103903,38,1
53,96258,10,0
36,61145,7,1
44,148530,24,0
51,148362,1,0
28,133170,9,0
29,105675,23,1
38,79854,15,1
28,97664,18,0
56,137422,30,1
45,116153,10,0
22,123616,5,1
34,65285,5,1
37,47533,31,0
58,62624,38,1
29,76996,12,1
23,76947,2,0
34,57956,34,0
36,81030,37,0
43,88597,16,0
49,72443,2,1
23,128613,33,1
53,95464,11,0
55,33952,23,1
28,86880,5,0
50,82201,10,0
41,142175,26,0
40,72460,23,1
32,52796,17,1
44,61746,26,1
28,116785,20,0
34,30015,33,0
31,79757,32,1
44,55957,17,1
35,111541,2,1
45,51292,23,1
21,61876,0,0
24,90727,5,1
52,77046,18,1
26,44817,21,0
25,121006,7,1
34,39759,4,1
34,78432,8,1
50,36412,20,0
49,87757,27,0
25,50504,3,1
36,138500,23,0
55,38507,7,1
20,51050,16,1
22,34820,33,0
30,37835,19,1
48,123167,15,0
33,130153,9,0
49,43587,33,0
39,130257,9,1
46,87732,29,1
39,81921,29,1
20,75499,24,1
27,147734,6,0
59,36840,19,1
38,133370,16,1
33,95077,2,0
29,61440,39,0
19,65183,35,1
58,126172,25,0
41,32389,9,1
52,85076,33,1
47,144515,13,0
47,96299,7,0
52,119461,26,1
36,122085,9,1
25,145503,14,1
43,69023,36,1
57,80029,21,1
24,69941,30,0
47,118993,1,1
24,83950,30,0
20,116959,13,0
18,106054,9,0
53,95363,29,1
42,138556,35,1
54,91742,39,0
18,127896,14,0
32,75215,13,0
54,77857,30,0
30,85476,28,0
57,58173,26,1
25,39395,20,0
22,89768,8,1
26,140371,19,0
18,114743,34,0
53,133591,14,1
52,147973,23,1
19,76229,15,0
57,56639,35,1
40,141706,10,1
26,92583,7,0
51,58924,2,0
31,102969,18,0
21,60104,2,1
47,139588,35,0
48,67594,24,0
55,33664,35,1
28,40528,10,0
52,58190,15,1
25,96033,16,1
20,91161,23,0
31,103177,16,1
30,100179,19,1
49,100592,21,0
51,62899,5,1
36,100979,6,0
55,47241,13,0
33,76211,10,0
19,93472,11,0
57,104248,4,0
34,103757,4,1
51,61346,19,1
59,111196,14,1
33,134451,25,0
55,107124,32,0
19,132908,29,0
19,72220,23,0
43,47942,22,1
30,79167,8,1
48,66373,2,0
51,141588,35,0
56,97143,6,0
20,140013,21,1
25,32016,13,1
40,99110,28,0
31,76309,15,0
44,37274,33,1
46,138239,9,1
56,45748,6,0
56,50175,24,0
18,134710,26,0
34,41826,14,1
58,113008,31,0
47,64129,27,1
30,100009,8,0
38,149982,6,0
36,53490,15,0
36,135623,25,1
42,71435,34,0
39,105017,16,1
48,38520,22,0
34,121951,7,1
40,113106,1,0
49,91877,30,1
27,49798,31,0
27,84638,28,1
53,99072,2,1
25,97309,7,0
37,59894,1,1
49,92963,30,1
31,138559,36,0
45,84567,19,1
41,65326,28,0
32,85059,16,0
39,35079,9,1
47,55838,21,1
21,117340,5,1
30,77109,33,1
40,115211,30,1
25,55594,11,0
35,72749,11,0
29,66292,15,1
48,148192,24,1
31,104534,21,1
51,109233,26,1
35,81818,23,1
51,141910,11,0
28,43429,17,0
58,87748,15,0
29,78807,3,1
32,37140,11,1
48,93226,32,1
46,137089,21,0
43,44901,17,0
35,118815,32,0
49,58525,26,0
39,50491,18,1
55,98816,13,1
34,64980,24,1
40,143517,33,1
41,125525,23,1
25,38078,37,1
58,121654,22,0
23,119521,4,1
22,78704,35,1
46,46997,23,1
45,109810,35,1
28,30868,4,1
18,145499,38,1
36,56398,5,1
26,111578,35,1
44,127356,3,0
51,143711,9,0
21,51246,0,0
53,50561,20,1
35,46254,39,0
32,64512,38,1
30,130560,36,0
36,119532,2,0
23,124154,30,1
29,107395,26,1
54,87865,16,1
34,53580,22,1
40,100959,12,0
43,133393,26,0
46,102144,19,1
50,72485,12,0
44,80621,23,0
42,147363,2,0
27,80665,9,1
40,100412,0,1
38,80603,12,1
38,51038,13,0
30,123542,32,1
54,131311,1,1
50,126346,1,0
41,44325,38,1
28,65892,30,1
34,31753,3,1
21,125067,33,0
42,47996,18,1
47,98811,36,0
26,104283,8,0
38,75211,23,0
37,146737,12,0
36,92820,29,0
36,30824,18,0
29,43880,9,1
54,139345,13,1
59,147718,39,0
34,96617,19,0
54,41517,3,1
56,51683,37,1
45,46876,38,1
58,133068,4,0
52,86354,31,0
35,103802,5,1
31,106719,13,0
52,148048,5,0
58,116602,13,0
24,145016,11,0
58,108413,26,1
30,39982,25,0
35,104504,11,0
54,56598,7,0
30,44639,9,0
53,100210,15,1
48,99852,25,0
19,143618,7,0
33,39695,28,1
26,78582,19,0
26,61094,16,0
55,90635,18,0
28,52187,16,0
39,148013,38,1
50,136683,0,1
53,31214,28,1
40,53940,13,0
51,74406,16,0
26,121221,12,1
41,73481,28,1
25,45977,33,0
24,74839,26,0
53,87874,32,0
35,88414,28,0
20,131440,36,0
45,55538,38,0
23,134922,18,0
38,133569,23,0
45,86241,13,0
57,103501,36,0
18,105133,4,1
53,90481,23,0
38,137012,33,0
52,57740,30,0
30,93328,29,1
27,102105,8,0
27,80643,26,1
30,133517,27,0
54,41881,25,1
55,66996,17,1
41,62177,35,0
19,67177,7,1
39,96126,17,1
34,86531,19,0
53,56119,31,0
31,147744,28,0
27,146894,17,0
52,57915,6,0
42,32708,0,0
20,68749,27,1
55,74989,32,1
34,52106,3,0
29,47131,19,0
41,76553,35,0
46,88144,30,0
42,36553,37,1
53,47881,27,1
43,31379,2,0
55,120791,5,1
18,135664,22,1
37,99306,6,0
45,49726,35,0
33,142753,0,1
34,39088,5,0
57,64314,23,0
45,147814,36,0
29,85041,35,1
44,134512,23,1
59,46350,37,1
47,137179,28,1
58,129599,36,0
51,111397,31,0
54,109509,24,1
23,47769,9,1
24,77249,34,0
49,112862,24,1
49,131584,26,1
42,76365,31,1
50,80185,11,1
24,32786,3,1
29,130537,25,1
33,31620,2,1
33,66303,16,0
53,49589,8,0
30,32882,28,0
24,92248,0,1
53,79322,17,0
26,54524,19,0
49,39745,33,0
28,132201,27,0
25,45861,34,1
50,121707,15,0
40,121735,20,0
42,148810,12,0
25,84261,34,0
39,32837,31,1
21,104135,37,1
57,111447,5,0
20,84380,37,0
46,116089,37,0
58,135025,12,0
46,79831,38,1
51,119349,12,1
51,68255,11,0
45,143425,32,1
30,59520,27,1
32,59541,2,0
40,95772,17,0
43,57350,25,1
21,74397,39,1
43,107085,1,1
57,93865,3,0
26,85956,27,0
22,57453,27,0
49,92345,24,0
37,130727,25,1
28,42906,1,0
32,44988,33,1
49,57723,29,1
45,63800,20,1
39,69107,36,1
58,57430,22,0
34,62535,32,1
43,98476,1,1
24,117329,26,0
59,107798,21,1
43,82284,33,0
42,86232,15,0
27,74420,19,0
36,67710,25,0
28,102497,15,1
30,122035,5,0
25,70498,22,1
57,61283,36,1
21,96169,7,0
48,102358,5,1
45,92457,36,1
28,148791,21,1
18,55968,5,0
55,92508,31,1
41,134791,16,0
48,93220,37,0
58,143435,16,0
43,115366,36,1
22,35738,22,1
37,33098,12,1
58,125424,31,0
28,103633,21,1
50,108672,6,0
55,68244,21,0
44,38253,20,1
51,84333,5,1
32,80969,13,0
49,120744,15,0
38,100423,2,1
22,147286,8,1
23,74411,20,1
55,105028,29,0
39,65421,29,1
35,31454,31,1
31,47522,22,0
27,68575,2,0
30,33192,0,1
48,141116,2,1
47,85268,36,1
20,111311,6,0
47,40402,2,1
23,108610,35,0
46,110781,2,1
25,66527,3,0
50,82181,30,1
34,121472,1,1
28,57002,13,1
30,111219,36,0
28,42460,30,0
48,149783,1,0
45,60482,30,0
23,46447,21,1
58,78228,9,0
33,113265,29,0
21,80126,32,1
52,50545,18,0
43,85114,24,1
29,123740,0,0
28,105350,31,0
54,87801,24,1
42,43890,16,1
35,82482,13,1
36,93397,12,1
40,31740,37,0
55,60121,38,0
35,41218,1,1
43,101591,31,1
23,118241,31,0
21,64722,39,1
46,79431,5,0
51,81543,24,1
34,72000,2,1
33,101975,17,1
19,60921,37,1
51,129265,2,0
25,118747,4,1
30,60614,23,0
59,91189,33,1
25,47601,38,1
47,123332,23,0
49,101543,35,1
53,50514,27,0
47,113312,33,1
18,97612,15,0
56,120886,35,1
34,149004,6,1
37,134500,17,1
41,46292,5,1
39,61510,27,1
46,58000,38,0
39,138619,33,0
26,149277,28,0
54,60383,3,1
27,41785,13,1
53,70910,4,1
54,69028,24,0
45,54855,38,0
45,54281,7,0
59,143838,14,1
38,34841,18,1
41,127204,10,0
59,90155,19,0
57,56918,35,0
19,86313,17,0
25,141688,13,1
44,47443,37,0
39,62250,24,1
54,31922,15,1
44,61976,17,1
46,41991,0,1
20,134405,39,1
30,83744,0,1
27,52733,0,0
53,32473,20,0
26,38108,24,0
44,58715,26,0
51,143754,9,1
18,138347,11,0
49,62210,27,1
42,144514,31,0
46,67317,32,0
24,95516,7,1
20,63362,25,1
37,84604,1,0
37,145194,34,0
47,34889,33,1
52,119557,5,1
52,103748,30,1
56,61971,22,1
44,80551,11,1
43,33201,27,1
31,136158,14,1
34,135067,18,1
35,138957,11,1
46,119882,1,1
37,67958,10,0
44,109251,36,1
35,35681,37,1
21,131982,24,0
18,76870,20,1
18,112256,35,0
43,97203,8,1
37,58152,11,0
40,80061,9,1
27,87619,4,0
28,88235,32,0
58,103740,4,1
58,67890,15,1
22,120073,36,0
18,91401,36,0
34,41217,28,0
39,78351,17,1
51,63741,28,0
58,50654,5,0
46,91314,17,0
21,31408,31,0
22,72903,30,1
28,114208,10,1
38,137042,25,0
52,142653,27,1
29,31218,26,1
43,80572,18,0
36,88798,26,0
24,131681,19,1
24,139268,2,1
43,60105,15,0
57,99634,38,0
22,147426,28,0
38,95063,14,0
31,37619,29,0
21,41939,39,1
40,48226,0,0
59,55322,28,0
37,147504,29,0
32,88215,39,0
46,46878,31,1
25,36560,9,1
58,68278,26,1
36,66212,7,1
56,124835,35,1
45,103079,34,1
44,53946,35,0
21,148682,35,0
32,61740,24,0
52,140733,19,1
54,37253,16,1
18,109311,22,1
20,62813,24,0
41,94331,30,1
44,57632,5,0
57,78365,34,1
53,97593,3,0
51,63431,39,1
46,67436,19,0
41,48413,0,0
41,125761,25,1
59,68485,33,1
21,98232,9,0
20,141504,22,1
51,46101,23,1
40,38831,12,0
40,114583,28,0
22,81897,26,0
48,35004,30,1
58,118241,9,0
23,75924,30,1
54,51509,38,1
27,149636,9,0
57,67170,23,1
24,73555,32,1
56,44662,13,0
55,148115,34,0
38,134216,33,1
37,95930,16,0
20,77403,20,0
39,66365,31,1
21,92188,2,0
45,106060,14,0
29,128633,7,1
55,56673,31,1
53,93471,37,1
58,47156,25,0
22,87287,29,0
30,31645,8,1
40,89076,31,0
47,124585,10,0
54,146475,21,0
42,105351,33,0
44,80151,17,1
31,97384,18,1
53,129865,17,0
56,63541,36,0
33,102847,17,0
39,117099,11,1
38,110739,3,1
38,80955,26,1
25,39290,4,1
33,130354,5,1
48,88942,12,0
59,112667,22,0
27,60143,24,1
49,54509,3,1
51,117780,31,0
26,66741,14,1
34,56898,25,0
28,129919,10,1
49,142854,8,0
27,115674,10,1
39,92948,1,0
34,91768,26,0
21,73262,25,1
42,35506,7,1
38,50605,20,1
54,108590,20,1
55,58231,7,1
18,109397,0,0
42,107123,37,1
53,43515,12,1
34,117211,8,1
58,68622,27,1
41,46600,5,0
19,57892,22,1
57,113279,35,1
32,99310,16,1
49,51801,8,1
56,67695,11,0
23,58853,21,0
18,34429,11,0
40,34606,5,0
56,34478,8,0
34,144380,36,1
51,113816,2,0
58,70134,33,0
46,99963,7,1
26,141780,9,0
30,100897,8,0
23,55475,13,0
23,96177,36,0
37,51730,26,1
20,51113,31,0
34,50011,3,0
29,85746,1,0
18,72853,32,0
34,115195,20,0
20,66818,0,1
43,67321,10,0
32,51309,0,0
53,48688,10,1
49,58176,6,1
49,98879,1,0
21,97592,14,1
35,114728,7,0
36,119012,25,0
52,39416,39,0
57,69994,34,0
31,96422,20,1
50,38584,37,1
31,123302,7,1
51,48830,31,1
21,115825,7,0
41,107066,9,0
46,33591,22,0
36,123878,3,1
23,146869,37,0
50,51395,29,0
57,84182,22,0
36,46738,4,1
18,32631,20,1
22,47905,5,1
44,49056,16,1
33,139674,24,0
23,147025,23,0
57,145316,21,0
30,119082,12,0
52,65447,16,1
36,84418,13,0
29,67190,33,0
33,56014,25,1
27,102999,18,0
42,137917,25,0
37,80278,2,1
48,31780,1,1
21,121643,27,0
40,89258,1,0
19,127123,21,0
39,72192,6,0
54,89300,3,0
25,134875,37,1
24,120504,38,0
31,129129,19,0
20,73923,5,0
33,119196,8,0
36,32395,30,0
35,132449,25,0
33,127384,35,0
25,45779,25,0
50,101028,27,0
29,59722,4,1
28,37111,9,1
22,141391,17,0
44,39984,14,0
29,127552,32,0
34,123176,4,0
23,102328,36,0
50,56924,39,0
22,82703,21,1
45,62577,21,0
31,37711,21,1
22,115548,14,1
50,129869,16,1
58,131971,27,1
36,134763,21,1
39,34096,20,1
22,96555,16,1
19,119848,4,1
47,105012,17,1
56,38254,16,0
21,127955,3,0
50,107120,6,1
30,35965,24,1
37,107000,36,1
24,146957,39,0
32,107975,39,0
40,87987,8,1
31,133025,18,1
40,136712,8,1
36,62963,22,1
46,123976,30,1
37,33273,31,1
46,45330,30,0
41,51494,16,0
35,106422,38,0
27,33212,21,1
58,131059,34,1
25,113441,29,0
43,117594,39,0
46,31080,36,1
27,62675,25,0
34,52007,5,0
19,143805,33,0
23,112641,31,0
22,125815,24,1
45,76815,12,1
58,113482,37,1
22,30639,37,1
35,93593,1,0
43,148948,4,0
37,108038,10,0
58,133494,10,1
44,123899,23,1
29,33736,13,1
24,46473,29,1
20,64019,39,0
27,137598,34,1
51,116623,20,0
42,145036,4,0
52,124025,37,0
33,66820,1,1
19,114861,39,1
41,87589,36,0
27,95807,33,0
55,48414,10,1
39,54220,35,1
43,90531,10,1
56,140002,8,1
44,144193,5,0
46,72425,33,0
55,39387,36,0
37,144680,31,0
44,106815,11,0
58,57584,31,0
37,74783,16,1
36,69809,3,0
37,84327,32,1
52,145814,8,1
19,149067,33,0
47,137012,38,1
51,40857,29,0
39,72261,19,0
20,103588,38,1
23,46995,22,1
32,145437,34,1
44,43580,22,1
27,48240,38,1
26,113446,22,1
50,105752,36,1
49,134533,22,1
23,76111,38,1
58,120447,27,0
53,64866,18,0
19,110974,29,1
46,103401,20,1
21,112093,23,1
18,42211,20,0
36,88985,25,0
43,63268,35,1
42,33646,25,1
27,85371,32,1
32,147051,35,1
39,72816,3,0
38,119460,8,0
39,74112,7,1
53,81048,1,1
51,84911,28,0
47,105446,22,0
42,31778,5,1
45,75752,35,1
18,114977,20,0
21,100726,21,0
24,110840,8,0
26,135301,33,1
53,57289,25,0
36,74788,0,1
18,34747,35,0
27,104822,4,0
53,30045,21,0
26,125278,3,1
59,37758,1,1
49,53437,15,0
49,49585,15,1
23,128759,21,0
55,39854,0,1
34,82076,14,0
27,86950,23,0
44,47349,3,1
52,126228,17,0
38,51348,16,1
42,64296,6,0
45,131280,9,1
32,49455,0,0
21,108824,1,0
46,84021,21,1
26,101923,31,0
44,130825,28,1
43,69293,34,0
36,129430,16,0
45,118552,11,0
34,76116,23,0
58,70484,29,1
59,60215,29,1
37,111638,19,1
57,33404,6,0
56,67260,37,1
40,130647,6,1
49,95642,29,0
50,110731,11,1
22,76009,30,0
51,122689,17,0
57,147842,1,1
28,59605,32,1
20,140879,10,1
50,83205,33,1
28,67569,15,0
33,35580,34,1
35,144902,32,0
47,35400,20,1
27,69643,19,0
35,126185,7,1
55,126032,25,1
36,148977,32,0
53,116173,25,1
30,136960,36,1
20,69015,29,1
27,101713,30,1
55,102805,32,0
18,44974,10,0
44,44037,4,1
25,114292,1,0
59,46167,12,1
34,118754,17,0
26,120703,25,0
23,73148,24,0
42,102153,13,1
56,51534,4,0
45,120995,1,0
50,116078,3,1
54,86879,11,0
26,149894,10,1
35,95839,3,0
38,59756,8,1
19,42683,9,0
55,79485,26,1
57,128231,5,0
53,41025,14,0
54,116426,30,1
32,48715,21,0
45,100097,5,0
35,128383,32,1
51,132067,28,1
39,122943,20,0
28,117116,29,1
30,105705,20,0
21,47116,35,1
39,66744,21,1
24,117579,19,1
41,146072,21,1
21,32124,39,0
45,134956,10,1
32,68051,30,0
18,37176,39,0
20,121310,12,0
31,94818,17,0
55,48676,21,0
18,75177,16,1
55,120296,37,1
55,140623,24,0
38,30997,31,0
46,89330,14,1
22,73769,12,0
27,132968,25,1
45,147045,10,0
38,146367,12,1
24,108653,32,1
20,41231,36,0
37,125287,37,1
36,149574,0,0
52,102976,38,1
21,115447,26,1
22,139522,35,0
18,85965,31,1
21,111144,14,1
29,147433,30,0
44,125201,5,1
59,91517,24,0
40,122693,17,0
42,124315,21,1
38,125504,30,0
41,57387,35,1
42,34090,8,1
49,54945,2,0
49,70239,32,1
22,33743,26,1
53,60924,0,1
59,40196,8,0
59,121815,4,0
56,135312,14,1
33,98860,8,0
50,71400,27,1
38,115177,12,1
26,123018,23,0
23,128530,9,0
52,110399,21,0
56,78795,38,1
39,81553,21,0
58,133022,36,1
22,145712,38,1
59,133976,19,1
40,54111,9,0
34,143566,9,0
29,93083,25,0
40,149968,24,1
33,91600,27,1
20,80022,12,0
47,33199,14,0
39,80897,5,0
26,68038,11,0
46,85038,18,0
54,141054,31,0
40,37897,10,0
30,94541,37,0
49,136968,32,0
40,44892,1,1
34,38271,14,0
57,133462,35,0
38,54815,4,1
19,75612,14,1
54,63357,9,1
23,105088,16,1
35,46267,33,1
47,48268,23,1
39,144463,9,1
50,44263,29,0
47,100935,2,0
34,125347,36,0
49,89660,2,1
59,95527,39,0
31,93379,4,1
27,124542,27,0
53,71271,13,1
51,96612,38,0
26,37235,10,0
59,118757,7,0
45,46417,36,0
28,128075,7,0
31,64609,11,0
56,132785,14,0
36,63902,18,1
32,53645,27,1
45,92873,6,0
41,117218,39,0
25,94558,6,0
26,92233,29,0
50,141443,17,1
50,53401,23,1
36,37771,5,0
20,71335,3,0
27,104451,2,0
57,109434,5,0
59,97449,25,1
18,132601,37,1
46,122604,10,1
51,31942,28,1
30,50388,19,0
18,113251,9,1
51,87042,25,0
46,83740,26,1
30,95873,13,1
46,77024,35,0
56,53450,11,1
41,86965,22,0
43,40057,20,0
34,123249,7,0
24,38983,38,0
30,49995,8,0
22,144587,23,1
43,132004,30,1
20,121628,24,0
24,107681,16,0
56,68886,28,0
18,119025,2,0
34,126572,20,1
42,125149,7,0
20,124020,13,1
32,32673,38,1
46,64890,15,0
49,107513,17,1
43,53466,30,0
33,136554,10,0
42,122545,37,1
45,146750,19,0
26,80406,3,0
18,33688,19,1
46,99284,30,1
39,134646,19,1
33,144579,10,0
58,43665,0,1
58,132434,17,1
24,50641,38,1
31,62500,32,1
46,65797,35,0
36,114766,17,1
36,75950,30,1
19,55046,34,0
58,132339,38,1
32,143431,37,1
20,131203,14,0
28,39638,5,0
47,116363,7,0
57,51173,39,0
35,43222,21,0
19,80064,0,1
49,67010,12,1
25,48095,23,1
39,31439,20,1
23,133917,3,0
29,115550,6,0
57,35375,11,0
53,119023,12,1
32,137181,15,0
45,121238,5,0
35,50600,13,1
19,32466,30,0
30,136128,35,0
32,75097,36,1
37,139934,34,1
46,83276,9,0
59,80117,16,1
46,76971,29,0
20,36928,6,1
36,118016,17,1
20,85309,18,1
31,104647,14,1
57,70888,38,0
21,125025,21,0
28,73832,38,0
48,146196,29,1
49,39404,19,0
44,63639,31,1
47,108118,24,0
19,90598,22,1
26,96399,4,1
45,143187,29,1
48,140449,38,0
51,57684,26,0
32,98591,36,0
42,149821,6,0
53,107722,4,1
25,32682,14,1
26,141186,7,1
54,68046,8,1
56,142109,10,0
49,51832,21,0
34,46997,33,1
52,64640,34,0
54,106882,12,1
36,70491,10,1
46,93043,31,1
24,142175,14,0
45,144250,37,1
26,102725,0,0
45,75520,23,1
23,92919,39,0
46,139869,21,0
34,94442,2,1
33,51770,13,1
40,135246,1,0
48,77498,31,0
20,139687,37,0
38,91477,32,1
43,30244,5,1
53,62788,38,0
59,125341,24,0
54,109453,33,0
39,87737,10,1
59,76489,36,1
29,101303,6,0
59,58390,21,0
30,40247,38,1
28,99051,9,1
33,89719,20,0
25,64678,5,0
57,117802,0,0
57,106286,33,1
19,59583,13,0
47,38076,35,0
47,48006,26,0
29,45051,8,1
27,34314,5,1
28,58670,30,1
32,130757,16,0
33,97551,35,1
34,40236,20,1
43,65568,26,1
19,90314,27,1
29,137327,15,1
43,140188,34,0
40,121903,35,0
35,46352,34,0
49,75650,18,0
55,40346,20,0
20,55156,32,1
55,85904,22,1
20,44035,5,0
47,46108,31,1
18,32853,21,0
47,114156,2,0
49,34176,34,1
45,130459,15,0
38,55920,24,1
30,84850,16,0
44,36829,38,1
53,130190,12,1
24,134775,27,1
39,120666,10,1
27,148458,9,1
56,140893,38,1
32,103927,23,0
32,114860,37,0
21,148178,23,1
49,141654,32,1
40,70667,16,0
23,95842,35,0
41,65843,34,0
37,80808,5,0
54,60543,15,0
37,102780,27,1
29,36611,31,0
50,118242,25,0
45,114612,10,0
25,76902,24,1
18,146452,30,0
54,63043,20,0
39,35271,2,1
23,102867,11,1
38,107089,39,0
49,88745,24,1
52,126876,16,0
32,92077,37,0
22,89119,35,1
23,41573,35,0
42,51409,18,1
57,115970,1,1
46,54464,16,1
24,148148,29,1
57,72840,9,0
30,78785,34,0
55,148523,35,0
35,50662,32,1
19,48228,0,0
25,90721,17,1
28,79223,3,0
50,37386,26,1
55,36862,24,0
44,70108,27,0
37,121788,21,1
29,105023,24,0
48,143365,16,1
44,135939,11,1
49,110140,15,0
27,112963,36,0
20,57201,15,0
44,98578,16,1
52,79966,30,1
48,84774,14,1
32,40386,12,1
33,107228,39,1
30,45225,26,1
52,46693,20,1
28,102197,1,1
38,73021,7,1
28,148915,6,0
47,48261,9,1
52,57378,3,1
39,147174,35,0
55,116755,34,0
48,41937,2,1
31,96330,17,0
41,77366,23,0
49,102322,31,1
53,132318,33,1
49,70160,1,0
32,75313,1,1
52,133657,9,0
20,131711,22,1
33,57032,14,1
22,121963,11,0
38,47358,16,0
27,91710,17,0
36,125326,13,0
42,116157,16,0
21,78821,14,1
46,58365,11,1
36,43189,15,0
19,106749,31,0
27,37248,22,0
42,34369,37,1
37,93763,33,1
36,38050,33,0
40,58605,15,1
41,79616,33,1
28,84479,39,0
51,133719,6,0
45,110934,32,1
22,70883,3,1
22,63055,6,1
38,98731,17,1
29,120987,3,1
21,146680,10,0
59,37450,19,1
37,32925,10,0
55,110051,14,0
42,80272,16,1
31,35310,33,0
28,61817,11,1
49,145134,27,0
28,122944,34,1
35,74528,7,0
44,143200,26,1
35,85779,21,1
40,114816,23,0
28,112641,1,0
38,114083,30,0
22,106310,21,1
40,45457,0,0
58,72311,13,0
42,33980,24,1
58,50886,35,1
27,107112,35,0
39,80877,2,0
36,127427,4,1
18,66181,0,1
24,63262,18,1
21,30947,32,0
18,30022,29,0
32,31128,11,1
57,109522,9,1
29,62322,33,1
39,78929,15,0
39,111696,39,0
34,145245,28,0
46,39808,14,0
31,125148,10,1
37,82882,33,1
50,51725,35,0
32,102534,29,1
29,69950,34,1
57,118954,8,0
37,113576,17,1
47,50557,18,0
55,51825,38,0
20,38998,3,0
45,66080,5,1
43,141633,32,0
47,87797,31,1
30,45802,15,1
30,41167,10,0
19,130628,21,0
54,72407,35,0
55,43338,22,0
19,106289,25,0
53,101520,30,1
43,48895,28,1
28,77910,4,1
25,139367,37,0
57,95898,24,0
39,33454,33,1
37,147486,11,0
25,116540,21,1
46,90797,8,1
57,131559,19,1
43,113137,28,0
47,80637,28,0
34,35349,26,1
37,69963,16,0
33,105583,4,0
24,37750,12,0
33,124929,14,1
44,52463,14,1
40,104935,17,1
41,88792,1,1
26,43686,22,1
52,136339,12,0
37,93528,3,1
54,129811,24,0
59,145691,10,1
34,52787,11,0
48,44776,12,0
25,145613,8,1
32,125063,37,0
48,87427,5,0
47,134887,9,0
37,91086,22,0
56,132231,14,0
29,145673,22,0
34,93308,39,1
59,45797,36,0
47,132535,33,1
46,35302,15,0
36,93172,31,0
28,68059,37,0
51,30908,39,0
24,90252,4,0
51,110659,16,0
37,42877,21,0
55,44239,38,0
41,116971,17,1
27,57313,27,1
49,130890,12,1
32,72103,0,1
54,78408,18,0
37,113251,33,0
20,118771,3,0
54,121665,2,1
57,40534,9,1
25,130110,27,1
57,73060,33,0
40,47189,38,0
57,116067,18,1
28,40967,35,0
25,111991,2,0
46,95563,22,0
47,38660,16,1
27,148671,6,0
56,120875,25,1
45,69823,17,1
53,85842,5,0
30,39616,30,0
49,105976,28,0
53,132136,8,1
54,78738,34,1
43,43107,16,0
39,91404,11,0
21,124182,35,1
48,142081,23,1
35,121787,9,1
55,45954,29,1
41,46943,28,1
40,70725,38,0
39,75434,9,1
19,115751,38,1
48,40110,27,0
28,135648,17,1
45,117091,16,1
49,46462,10,0
22,109232,0,1
55,84081,16,0
27,82799,35,1
57,96567,35,1
41,119301,8,0
52,81224,27,1
40,86063,32,1
34,143394,2,0
18,85240,7,1
48,111352,5,1
48,47868,5,1
59,105973,28,1
59,110989,36,1
51,52222,11,0
26,109794,8,1
39,93924,18,1
30,129854,16,0
42,108513,31,0
35,84649,34,0
29,132986,13,0
57,142743,15,1
34,113749,20,1
32,132055,11,1
59,141218,23,1
32,40223,33,1
32,78166,7,1
56,69369,20,1
30,116379,7,0
34,99392,27,1
49,89526,15,0
26,42661,9,0
57,45591,14,0
37,101718,3,1
43,85235,25,1
44,37970,14,0
38,77922,35,1
35,130398,31,1
30,60755,37,0
33,140399,3,0
26,49416,8,1
29,43672,34,0
